,Title,Artist,Date,track_id,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration,Time_Signature,explicit,billboard_hot_100,Popularity,Release_Year
9067,Lonely And Gone, Montgomery Gentry,04-12-1999,3DZ9lFH4NBO4FjRJAnQYef,0.531,0.696,4,-6.729,1,0.0258,0.15,0.00016,0.36,0.488,163.912,199599,4,FALSE,1,37,1999
9068,Vivrant Thing, Q-Tip,27-11-1999,1uQbeHF6znPkD99pDGLvRN,0.914,0.698,9,-8.619,1,0.0541,0.00631,0.000295,0.0575,0.613,99.034,190440,4,TRUE,1,55,2012
9069,Angels Would Fall, Melissa Etheridge,27-11-1999,5vuLPGz5irIX7TAHsFKQcQ,0.472,0.714,7,-7.546,0,0.0248,0.102,2.91E-06,0.0485,0.7,92.874,279573,4,FALSE,1,32,1999
9070,What's My Age Again?, Blink-182,27-11-1999,4LJhJ6DQS7NwE7UKtvcM52,0.391,0.951,6,-7.419,1,0.0692,0.0126,0.000378,0.0878,0.468,157.66,148360,4,TRUE,1,78,1999
9071,So Anxious, Ginuwine,27-11-1999,2zbjlcLi1VQWqDNYdhyx1l,0.733,0.395,6,-11.959,0,0.0366,0.279,2.37E-06,0.468,0.661,96.085,276067,4,FALSE,1,71,1999
9072,Cowboy, Kid Rock,27-11-1999,19LT4ZUEeoUdimKE04WJJg,0.608,0.897,1,-2.921,1,0.291,0.085,0,0.108,0.868,166.652,257867,4,TRUE,1,66,1998
9073,Step To This, Master P Featuring D.I.G.,27-11-1999,1AR4XDqoF5dIzM1nNMVLKB,0.877,0.805,9,-4.444,1,0.338,0.0367,0,0.0931,0.583,98.469,170560,4,TRUE,1,9,2005
9074,U Don't Know Me (Like U Used To), Brandy,27-11-1999,1iuwzRxWxDB7VbBldAtmrP,0.782,0.449,5,-4.233,0,0.0443,0.00284,0.0623,0.0921,0.816,95.013,267960,4,FALSE,1,43,1998
9075,Man! I Feel Like A Woman!, Shania Twain,20-11-1999,6sxptembJVty4sNtcPMAVz,0.657,0.639,10,-7.527,1,0.0412,0.581,0,0.278,0.674,124.882,234493,4,FALSE,1,77,1997
9076,I Want It That Way, Backstreet Boys,20-11-1999,47BBI51FKFwOMlIiX6m8ya,0.689,0.694,6,-5.83,0,0.027,0.257,0,0.148,0.482,99.039,213307,4,FALSE,1,82,1999
9077,Bailamos, Enrique Iglesias,20-11-1999,2bbeNsFmjZqdoDhjLsKNWe,0.627,0.888,9,-4.523,0,0.0388,0.0528,0.00237,0.136,0.591,99.905,214067,4,FALSE,1,59,1999
9078,You Had Me From Hello, Kenny Chesney,20-11-1999,3NJn7p1nrI3R8alivEMPwB,0.595,0.393,2,-9.909,1,0.0292,0.508,0,0.153,0.2,137.744,230827,4,FALSE,1,55,1999
9079,Ready To Run, Dixie Chicks,20-11-1999,7yNTZj1ugKCeRJdSP1meOk,0.644,0.644,7,-7.542,1,0.0305,0.245,0.00083,0.27,0.293,98.746,231293,4,FALSE,1,59,1999
9080,Girls' Best Friend, JAY-Z,20-11-1999,68IrmrbriQDCBkhR47Fu0I,0.716,0.742,2,-9.03,1,0.379,0.163,4.30E-06,0.133,0.586,185.727,240227,4,FALSE,1,25,1999
9081,Simon Says, Pharoahe Monch,20-11-1999,67IvfvAMYQzJEeHopvwMMW,0.664,0.916,1,-3.888,1,0.473,0.17,1.67E-05,0.164,0.559,93.134,173159,4,TRUE,1,64,1999
9082,Never Gonna Let You Go, Faith Evans,20-11-1999,0wqocHOZg8odmys7DOyVER,0.644,0.443,1,-7.308,0,0.0295,0.442,0,0.117,0.0534,109.936,267400,4,FALSE,1,55,1998
9083,Out Of My Head, Fastball,13-11-1999,5tOjRq5shlEdm15nmJBq7Z,0.531,0.658,4,-7.382,1,0.0382,0.412,0.00272,0.16,0.461,78.896,153067,4,FALSE,1,58,1998
9084,Lightning Does The Work, Chad Brock,13-11-1999,4H8mg4FbMqXCVanAj3rJtn,0.692,0.641,7,-7.601,1,0.0359,0.0239,1.23E-05,0.114,0.559,98.742,225827,4,FALSE,1,33,1998
9085,You'll Be In My Heart, Phil Collins,13-11-1999,1fTDYdx5zYfWJSX0JlKO8o,0.566,0.748,8,-6.549,1,0.0301,0.0643,5.16E-06,0.0925,0.614,96.586,258133,4,FALSE,1,73,2021
9086,She's In Love, Mark Wills,13-11-1999,3P1TjNk8f1rzBGvrgXyJXB,0.598,0.468,5,-9.729,1,0.0231,0.222,0,0.0728,0.231,104.996,284240,4,FALSE,1,39,1998
9087,What Ya Want, EVE & Nokio,13-11-1999,06iIZcy6VspGTukqKkgLvw,0.737,0.729,7,-7.079,1,0.202,0.118,0,0.0703,0.811,91.181,245733,4,TRUE,1,23,1999
9088,Meeting In My Bedroom, Silk,13-11-1999,3Ypnlj9KYSif4Elk7EeHgt,0.716,0.455,2,-7.148,0,0.0282,0.0329,1.87E-06,0.0599,0.226,111.668,306093,4,FALSE,1,55,1999
9089,I Could Not Ask For More, Edwin McCain,06-11-1999,14J3PO0VnhtcRa31r7Aj1L,0.507,0.71,5,-5.02,1,0.0291,0.0975,1.08E-05,0.17,0.45,134.647,273573,4,FALSE,1,58,1999
9090,Jigga My N****, JAY-Z,06-11-1999,0RirpHACJaZHJro9bI8cDI,0.632,0.618,2,-8.466,1,0.386,0.00615,0,0.0482,0.639,74.264,307200,4,TRUE,1,36,1997
9091,Summer Girls, LFO,06-11-1999,7uYroF9RRrhRJBrigRvB6H,0.814,0.808,7,-5.034,1,0.155,0.161,0,0.0616,0.738,99.816,257333,4,FALSE,1,59,1999
9092,It's All About You (Not About Me), Tracie Spencer,06-11-1999,22vuK9Gpwap7C2hH2GmYIi,0.752,0.587,10,-6.293,0,0.0348,0.136,5.26E-06,0.0772,0.594,135.919,254573,4,FALSE,1,25,1999
9093,If You Had My Love, Jennifer Lopez,30-10-1999,3x4yV0hW5Ve3TKhFkXSqFn,0.68,0.625,11,-7,0,0.0353,0.0645,5.81E-05,0.109,0.814,94.02,266000,4,FALSE,1,64,1999
9094,"Bills, Bills, Bills", Destiny's Child,30-10-1999,1Oi2zpmL81Q0yScF1zxaC0,0.845,0.576,11,-5.15,0,0.153,0.139,0,0.0764,0.461,127.641,256027,4,FALSE,1,78,1999
9095,Missing You, Brooks & Dunn,30-10-1999,0gGvOWau1bH5r5UH2PsyWj,0.633,0.763,3,-7.652,1,0.0292,0.0575,2.76E-05,0.0993,0.495,102.991,226853,4,FALSE,1,34,1999
9096,Wanna Be A Baller," Lil' Troy Featuring Yungsta, Fat Pat, Lil' Will, Hawk, Big T",30-10-1999,6lEIjrQNwJPecJ7mMXjhjo,0.871,0.648,10,-7.825,0,0.278,0.266,0,0.2,0.629,92.296,355067,4,TRUE,1,67,1998
9097,Little Man, Alan Jackson,30-10-1999,5vxd49MupkHObFEhcpT1ii,0.699,0.514,1,-9.34,1,0.027,0.108,0,0.0817,0.41,120.056,268333,4,FALSE,1,49,1989
9098,Hey Leonardo (She Likes Me For Me), Blessid Union Of Souls,23-10-1999,6xP5TGWu1GBEHjMBmHRbjT,0.611,0.871,1,-2.965,1,0.0393,0.0384,1.21E-06,0.0965,0.7,103.094,207227,4,FALSE,1,55,1999
9099,I'll Still Love You More, Trisha Yearwood,23-10-1999,3i2vBraLBMztyrDrXtcJvZ,0.488,0.501,6,-6.264,0,0.0283,0.547,0,0.16,0.171,147.887,261560,4,FALSE,1,26,2008
9100,Jamboree, Naughty By Nature Featuring Zhane,23-10-1999,3MPKTMJIxlORqcxw542HHK,0.849,0.635,0,-9.425,1,0.266,0.0344,0,0.082,0.856,92.003,213907,4,TRUE,1,53,1999
9101,All N My Grill," Missy ""Misdemeanor"" Elliott Featuring Big Boi & Nicole",23-10-1999,4vO3U8AKIjwBEBCTbEFbD9,0.544,0.65,10,-8.714,0,0.144,0.164,0,0.225,0.833,84.372,272000,4,TRUE,1,52,1998
9102,All That I Can Say, Mary J. Blige,23-10-1999,6qgjAQbWw60HEuiZ5vM1Cc,0.665,0.727,9,-7.324,0,0.0559,0.0102,0.00126,0.241,0.515,95.926,330467,4,FALSE,1,40,1999
9103,The Secret Of Life, Faith Hill,23-10-1999,5wYgJcEdKam1nYSybFuOIe,0.609,0.698,4,-7.575,1,0.0397,0.345,0,0.182,0.627,117.807,254747,4,FALSE,1,35,1998
9104,Last Kiss, Pearl Jam,16-10-1999,0QnONzv3TvHAWk294h6DaQ,0.622,0.692,7,-6.97,1,0.0276,0.363,0.000158,0.193,0.774,112.053,195467,4,FALSE,1,72,1999
9105,Lesson In Leavin, Jo Dee Messina,16-10-1999,2g0BAZVaLlK8GeTVzF6hQ6,0.612,0.804,7,-7.275,1,0.0543,0.273,0,0.311,0.841,80.771,220200,4,FALSE,1,59,1998
9106,Happily Ever After, Case,16-10-1999,21fXrzSxu2y51Yqf57QycI,0.747,0.609,4,-6.985,0,0.0347,0.138,0,0.105,0.555,120.051,276000,4,TRUE,1,57,1999
9107,(Now You See Me) Now You Don't, Lee Ann Womack,16-10-1999,2i4tmbKkAhRnnojsmnPof1,0.631,0.801,2,-6.092,1,0.0561,0.153,0,0.359,0.59,104.035,159600,4,FALSE,1,22,2004
9108,I'll Be Your Everything, Youngstown,16-10-1999,4G4fDBH6HSJEHzj98JGCDw,0.815,0.883,9,-4.571,0,0.0338,0.0379,4.49E-06,0.0383,0.779,106.015,220427,4,FALSE,1,33,1999
9109,Everyone Falls In Love, Tanto Metro & Devonte,16-10-1999,6nGwWIh0ATJqK9cXbLqDw8,0.754,0.702,10,-8.033,0,0.0429,0.0275,0,0.0619,0.736,95.998,228360,4,FALSE,1,55,1999
9110,Everything Is Everything, Lauryn Hill,16-10-1999,7t86fVeDAd63ThaR0ZkxXS,0.824,0.707,9,-7.893,1,0.285,0.415,0,0.106,0.847,94.708,293267,4,FALSE,1,59,1998
9111,Beautiful Stranger, Madonna,16-10-1999,3DlRZM6zKSlAZigHbJQ3cp,0.52,0.756,11,-3.909,1,0.0288,0.122,3.53E-05,0.389,0.286,122.448,260760,4,FALSE,1,54,2009
9112,Tell Me It's Real, K-Ci & JoJo,09-10-1999,3fQtdmVB0cAe4Hs9e5bVQb,0.696,0.521,3,-6.635,1,0.0343,0.189,0,0.117,0.552,134.28,278600,4,FALSE,1,58,1999
9113,Better Days (And The Bottom Drops Out), Citizen King,09-10-1999,460Wn6Dq2uMviG5nPXtPnb,0.758,0.896,9,-3.311,1,0.0501,0.173,3.18E-05,0.136,0.797,94.911,207027,4,FALSE,1,57,1999
9114,God Must Have Spent A Little More Time On You, Alabama Featuring 'N Sync,09-10-1999,4R3BvvUm5fe8SCPs6287dY,0.608,0.507,10,-8.294,1,0.0243,0.114,0,0.103,0.265,84.924,278440,4,FALSE,1,42,2014
9115,Nookie, Limp Bizkit,09-10-1999,1TEZWG1FdjzDdercCguTwj,0.573,0.929,11,-5.996,1,0.082,0.00218,0.0723,0.718,0.284,97.57,289560,4,TRUE,1,69,1999
9116,"The Cup Of Life (The Official Song Of The World Cup, France '98)", Ricky Martin,09-10-1999,68CzXNGAMmb3k5MhLu0xVb,0.709,0.911,5,-6.945,0,0.0433,0.0387,0.000132,0.391,0.661,126.984,279920,4,FALSE,1,47,1998
9117,I Love You Came Too Late, Joey McIntyre,09-10-1999,0LX9NtcK0BdAp83Tl5pDIJ,0.708,0.758,0,-5.94,1,0.0239,0.169,0,0.106,0.767,97.979,194400,4,FALSE,1,31,1999
9118,Sunshine, Coko,09-10-1999,5YEpXBb9dyffXRaC0nSuCE,0.595,0.815,7,-4.034,1,0.0357,0.166,9.95E-05,0.339,0.437,94.905,247733,4,FALSE,1,40,1999
9119,You've Got A Way, Shania Twain,09-10-1999,3E714D9pZURRdgJ6iGhc8E,0.552,0.575,9,-7.323,1,0.0307,0.367,0,0.236,0.249,134.165,199200,4,FALSE,1,55,1999
9120,I Will Remember You (Live), Sarah McLachlan,02-10-1999,0xzDbdFFnPz9CiQ0YZMq4K,0.449,0.487,9,-9.967,1,0.031,0.47,0.000129,0.691,0.389,76.487,213467,4,FALSE,1,46,2006
9121,Sometimes, Britney Spears,02-10-1999,1UI0l2L66HJ9AtoEOlHzv4,0.745,0.742,10,-5.693,1,0.0259,0.42,0,0.102,0.806,95.996,245067,4,FALSE,1,69,1999
9122,Never Been Kissed, Sherrie Austin,02-10-1999,34IACM4nlSMFfAzLjOSLWa,0.545,0.655,6,-6.851,1,0.0361,0.316,0,0.105,0.638,175.157,218267,4,FALSE,1,21,1999
9123,Fortunate, Maxwell,25-09-1999,2RtvkLz5tmOXlzz918It6E,0.74,0.359,10,-8.309,0,0.0462,0.0951,0,0.129,0.377,126.15,301160,4,FALSE,1,51,1999
9124,Single White Female, Chely Wright,25-09-1999,3rDYYPicaQbT2rcpdfqQF9,0.543,0.658,6,-8.091,1,0.0298,0.351,1.01E-06,0.0512,0.874,178.075,197880,4,FALSE,1,48,1999
9125,A Night To Remember, Joe Diffie,25-09-1999,7r45fN7xpmDIOxKIyPb6qb,0.559,0.639,10,-5.087,1,0.0272,0.0144,1.12E-06,0.14,0.234,75.478,210693,4,FALSE,1,36,1999
9126,It's Not Right But It's Okay, Whitney Houston,18-09-1999,7861kBrZ5aw7o4NfggcyYW,0.805,0.802,1,-7.076,1,0.1,0.162,0.000883,0.0698,0.531,127.924,292400,4,FALSE,1,66,1998
9127,Kiss Me, Sixpence None The Richer,18-09-1999,754kgU5rWscRTfvlsuEwFp,0.526,0.749,3,-6.964,1,0.0283,0.023,1.76E-06,0.0692,0.421,99.982,208680,4,FALSE,1,78,1997
9128,Little Good-Byes, SHeDAISY,18-09-1999,5ZX3IrB9tPxOoBZdXILNpy,0.56,0.692,1,-6.438,1,0.0302,0.112,0,0.0638,0.698,83.588,200693,4,FALSE,1,50,1999
9129,I Will Go With You (Con Te Partiro), Donna Summer,18-09-1999,433m5xRcVM3jFm3IuijkKs,0.566,0.864,6,-6.045,0,0.0629,0.118,0,0.333,0.441,129.909,247933,4,FALSE,1,37,1999
9130,Bliss, Tori Amos,18-09-1999,45mIOsIEs727MwXGOteLpm,0.619,0.751,11,-9.936,0,0.0383,0.25,0.0053,0.521,0.497,115.028,222867,4,FALSE,1,30,1999
9131,Lately, Tyrese,11-09-1999,0XmTCQWHgf6dOXJeLjXrzr,0.541,0.701,7,-7.287,0,0.102,0.0761,0,0.0763,0.334,80.057,266533,4,FALSE,1,51,1998
9132,Wild Wild West, Will Smith Featuring Dru Hill & Kool Mo Dee,11-09-1999,5AMvBCtX2rspUdoeJ9IsPN,0.861,0.597,10,-7.221,0,0.162,0.0983,0,0.176,0.694,107.016,268453,4,FALSE,1,57,1999
9133,Whatever You Say, Martina McBride,11-09-1999,2fwTF4pELhEkd6sk3D1PnL,0.456,0.649,8,-6.157,1,0.0265,0.0323,4.02E-06,0.0461,0.0763,152.957,269893,4,FALSE,1,32,2012
9134,Chante's Got A Man, Chante Moore,11-09-1999,6v4UCusR4LTRlM5WHBUyxQ,0.75,0.645,1,-6.399,0,0.0576,0.201,0,0.0582,0.506,111.569,264973,4,FALSE,1,41,1999
9135,Did You Ever Think, R. Kelly,11-09-1999,19XWdM9zSb4IIiFCXO1SlE,0.706,0.819,6,-4.736,0,0.0489,0.0839,0.00152,0.0774,0.947,94.955,272400,4,FALSE,1,43,1998
9136,Who Needs Pictures, Brad Paisley,11-09-1999,2VseRo2PPYyf1DQBT6y7nE,0.544,0.435,4,-9.927,1,0.0265,0.462,0,0.106,0.152,72.981,224267,4,FALSE,1,37,1999
9137,Watch Out Now, The Beatnuts Featuring Yellaklaw,11-09-1999,6sWZn6kTuTrBkbOEQFoB3a,0.783,0.633,11,-6.983,0,0.291,0.0969,0.000994,0.154,0.913,100.428,174800,4,TRUE,1,45,1999
9138,"Boom, Boom, Boom, Boom!!", Vengaboys,11-09-1999,2Ld2LehpgQNREMxl9LlIzm,0.811,0.935,11,-4.595,0,0.0407,0.0134,0.411,0.0244,0.968,138.479,202571,4,FALSE,1,76,1998
9139,The Hardest Thing, 98 Degrees,04-09-1999,7BHPfjnhrmPLcnAL3mx6cT,0.723,0.48,10,-7.503,1,0.0282,0.154,0,0.0672,0.571,87.99,274627,4,FALSE,1,59,1998
9140,Anywhere, 112 Featuring Lil'z,04-09-1999,0Zze3tFRSNwL6KllmYjLgZ,0.592,0.499,5,-7.806,1,0.277,0.174,0,0.122,0.863,125.824,244416,4,FALSE,1,56,1998
9141,Write This Down, George Strait,04-09-1999,1TanmIWbaUj5NVwJ3k4XPd,0.729,0.688,3,-7.468,1,0.0264,0.127,9.44E-06,0.295,0.671,123.867,219600,4,FALSE,1,68,1999
9142,My Own Worst Enemy, Lit,04-09-1999,33iv3wnGMrrDugd7GBso1z,0.494,0.946,4,-2.757,1,0.0637,0.00129,0,0.398,0.741,103.408,169027,4,TRUE,1,73,1999
9143,Almost Doesn't Count, Brandy,04-09-1999,5ZCv9I8mgChcYkSrLuLSTc,0.682,0.543,0,-7.063,0,0.0454,0.494,0,0.158,0.478,71.582,218467,4,FALSE,1,53,1998
9144,The Day The World Went Away, Nine Inch Nails,04-09-1999,44sz0rNbTA687rs9CYi0IN,0.168,0.235,11,-7.877,1,0.0404,0.0321,0.82,0.0924,0.0618,127.748,273667,4,FALSE,1,47,1999
9145,Who Dat, JT Money Featuring Sole,04-09-1999,2rbb3lOMI71NIMbJCS1wQQ,0.831,0.834,11,-5.327,0,0.222,0.0148,0,0.303,0.381,87.027,231800,4,TRUE,1,51,1999
9146,No Pigeons, Sporty Thievz Featuring Mr. Woods,04-09-1999,6r78MF6BFaeEG8rBw9Y5nQ,0.79,0.656,8,-11.13,0,0.301,0.00913,0,0.131,0.498,95.583,206240,4,TRUE,1,32,1999
9147,No Scrubs, TLC,28-08-1999,1KGi9sZVMeszgZOWivFpxs,0.743,0.675,8,-4.267,0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,214400,4,FALSE,1,80,1999
9148,Livin' La Vida Loca, Ricky Martin,28-08-1999,0Ph6L4l8dYUuXFmb71Ajnd,0.425,0.954,1,-3.756,0,0.0476,0.00414,0,0.0555,0.933,178.043,243160,4,FALSE,1,76,1999
9149,808, Blaque,28-08-1999,1Pqv7l6vxjBxd5fx4bWchC,0.867,0.42,1,-9.478,1,0.167,0.00328,3.18E-06,0.0887,0.367,121.66,306693,4,FALSE,1,43,1999
9150,Almost Home, Mary Chapin Carpenter,28-08-1999,2b3N8Hr0VqxfcOyjSIGUHk,0.622,0.747,10,-4.479,1,0.0276,0.0749,0,0.0273,0.51,95.52,277067,4,FALSE,1,25,1989
9151,Tonight The Heartache's On Me, Dixie Chicks,28-08-1999,5K4Dl7nz6NSUONT4fl4sJV,0.681,0.731,5,-4.64,1,0.0289,0.192,0,0.356,0.82,120.736,206618,4,FALSE,1,47,1998
9152,Players Holiday, T.W.D.Y. Featuring Too Short & Mac Mall,21-08-1999,2W4GlbNvz67c0FBA8lQMbp,0.853,0.733,4,-5.033,1,0.125,0.0302,6.97E-06,0.395,0.669,91.99,284693,4,FALSE,1,25,2000
9153,Rollercoaster, B*Witched,21-08-1999,4XQgdczvOapXHBiMc5ovlo,0.67,0.766,2,-4.489,1,0.0301,0.0804,0,0.255,0.766,106.981,204920,4,FALSE,1,42,1998
9154,It's Your Thing, Mercedes Featuring Master P,21-08-1999,4bGMBCXWVqKmfFf8A6jYgZ,0.763,0.741,11,-6.752,0,0.377,0.318,0,0.064,0.498,127.965,239547,4,FALSE,1,20,2006
9155,You Are Everything, Dru Hill,21-08-1999,79IjeSGwqOoKrbD1O6KKcu,0.691,0.397,9,-6.258,1,0.0655,0.113,0,0.184,0.584,62.127,275267,4,FALSE,1,41,1998
9156,Better Than Me, Terry Dexter,21-08-1999,6FyrZ3C2n3IDleVQTThFoo,0.546,0.617,9,-7.741,0,0.226,0.0464,0,0.0298,0.641,143.266,242347,3,FALSE,1,8,1999
9157,Crazy Little Thing Called Love, Dwight Yoakam,21-08-1999,5Jc5FzzI9xN8cYDiKlKpr1,0.464,0.81,5,-3.845,1,0.0724,0.0763,0,0.0574,0.881,166.366,141493,4,FALSE,1,38,2004
9158,That Don't Impress Me Much, Shania Twain,14-08-1999,4FUfoWMypAyWbOavmYyeNu,0.757,0.757,1,-7.598,1,0.0389,0.235,0,0.0474,0.967,124.956,218867,4,FALSE,1,67,1997
9159,Holla Holla, Ja Rule,14-08-1999,27te5wEv1SXij9SP9d1Rib,0.883,0.622,11,-7.968,1,0.35,0.0266,0,0.0869,0.499,92.969,264533,4,TRUE,1,45,1999
9160,Please Remember Me, Tim McGraw,14-08-1999,5u7BDyugDW7ZXkXdCxU9JC,0.465,0.54,1,-7.097,1,0.0277,0.177,2.82E-06,0.106,0.234,75.88,296333,4,FALSE,1,46,1999
9161,Give It To You, Jordan Knight,14-08-1999,6xNnPtnmqpktZLFkgT21u7,0.83,0.655,7,-7.072,1,0.0544,0.0552,1.09E-06,0.0567,0.653,134.869,289760,4,FALSE,1,44,1999
9162,Two Teardrops, Steve Wariner,14-08-1999,6YxZAKDWDPpNPoRwoiCGOb,0.747,0.367,5,-8.825,1,0.0307,0.675,0,0.131,0.49,121.447,269827,4,FALSE,1,35,1999
9163,Every Morning, Sugar Ray,07-08-1999,2ouURa1AIXp3AvkS52Jry5,0.833,0.679,8,-4.496,1,0.0365,0.0834,0.00258,0.0769,0.975,109.916,219867,4,FALSE,1,67,1998
9164,You Won't Ever Be Lonely, Andy Griggs,07-08-1999,0wfr8FjpLXIO1YjqEyVCg5,0.471,0.617,8,-8.394,1,0.038,0.0522,0,0.229,0.491,182.323,210307,4,FALSE,1,51,1999
9165,With You, Lila McCann,07-08-1999,10OvXiitSHEoxWLulzqG9s,0.644,0.785,4,-6.118,1,0.0294,0.0281,1.19E-06,0.0996,0.628,127.9,212360,4,FALSE,1,30,1999
9166,Strong Enough, Cher,07-08-1999,144JMbvbR5txNzoZ112wo4,0.593,0.923,0,-6.19,1,0.101,0.0495,0,0.29,0.587,124.862,224000,4,FALSE,1,69,1998
9167,Slide, Goo Goo Dolls,31-07-1999,0nnwn7LWHCAu09jfuH1xTA,0.395,0.843,8,-4.476,1,0.0374,0.00483,0,0.0404,0.481,112.423,212067,4,FALSE,1,71,1998
9168,What It's Like, Everlast,31-07-1999,6vUPPEN2V2lZ78b6DyEIjZ,0.679,0.557,0,-7.423,1,0.0281,0.0904,0.0324,0.0866,0.405,85.152,303133,4,TRUE,1,68,1998
9169,One Honest Heart, Reba,31-07-1999,6lDTcYoyLrwUoBhDMTt6W1,0.58,0.774,1,-5.4,1,0.028,0.0736,0,0.224,0.588,95.984,234200,4,FALSE,1,30,1998
9170,My Favorite Girl, Dave Hollister,31-07-1999,7hWod2nZxzIewqWEw45iUR,0.655,0.662,8,-4.733,0,0.0537,0.434,0,0.152,0.613,120,332973,4,TRUE,1,37,1999
9171,Slave To The Habit, Shane Minor,31-07-1999,7ICLuA4y58x4DU0hqbSap5,0.719,0.836,7,-3.798,1,0.0287,0.0425,0,0.209,0.943,116.205,184267,4,FALSE,1,7,1999
9172,If You (Lovin' Me), Silk,24-07-1999,2Dhvr9FffaScu2bGJBM4O1,0.623,0.442,9,-10.365,0,0.0345,0.182,0,0.0699,0.335,99.181,337827,4,FALSE,1,26,2004
9173,Praise You, Fatboy Slim,24-07-1999,21RDsw7wzUJNl2FbWTgEfJ,0.621,0.885,1,-6.826,1,0.0473,0.0418,0.492,0.133,0.554,109.728,227973,4,FALSE,1,56,2006
9174,Anyone Else, Collin Raye,24-07-1999,2xvsy2gEUN5AI3PlFNm2Fm,0.623,0.646,5,-9.888,1,0.0316,0.035,0,0.0736,0.492,121.301,227707,4,FALSE,1,26,1998
9175,Nann, Trick Daddy Featuring Trina,24-07-1999,7d9I42jF759n5HuUeoulzR,0.837,0.819,2,-5.245,1,0.211,0.000507,0,0.323,0.645,149.918,167400,4,TRUE,1,53,1999
9176,What's It Gonna Be?!, Busta Rhymes Featuring Janet,24-07-1999,0FpLfrOyHblbDlHUsrPN1N,0.797,0.934,1,-4.507,1,0.0926,0.204,0,0.119,0.519,116.438,324400,4,TRUE,1,53,1998
9177,Believe, Cher,17-07-1999,2goLsvvODILDzeeiT4dAoR,0.652,0.917,6,-6.72,1,0.0548,0.0082,0,0.0509,0.459,132.975,239027,4,FALSE,1,79,1998
9178,Wish You Were Here, Mark Wills,17-07-1999,3pxspEmKcJFmegzjcJjq9l,0.516,0.397,5,-10.278,1,0.0274,0.2,0,0.12,0.236,138.075,241960,4,FALSE,1,44,1998
9179,She's Always Right, Clay Walker,17-07-1999,6TZIPLYJLGXKw7Q4JJ3ujF,0.47,0.53,8,-10.006,1,0.0317,0.354,0,0.19,0.444,142.741,201867,4,FALSE,1,22,1999
9180,Heavy, Collective Soul,17-07-1999,0VbOBom0Ya2zrlSpv7II1C,0.553,0.872,1,-5.617,1,0.0374,0.00109,0.00115,0.0988,0.543,106.927,174913,4,FALSE,1,64,1999
9181,Why Don't You Get A Job?, The Offspring,17-07-1999,0sNKiz82ATCvT3f3XVVUUj,0.766,0.882,5,-4.478,1,0.0719,0.0674,2.30E-06,0.281,0.544,107.932,172467,4,TRUE,1,74,1998
9182,Sweet Lady, Tyrese,10-07-1999,1Dx8rIZaXzZPvUQRF2j9hB,0.588,0.522,9,-6.254,0,0.0383,0.233,0,0.24,0.584,66.024,290600,4,FALSE,1,61,1998
9183,Fly Away, Lenny Kravitz,10-07-1999,1OxcIUqVmVYxT6427tbhDW,0.587,0.872,7,-5.066,1,0.0484,0.018,0,0.622,0.735,159.925,221333,4,FALSE,1,73,1998
9184,Blue Monday, Orgy,10-07-1999,5267gVdYWrLoz6ClOhlqmE,0.589,0.696,8,-8.109,1,0.034,8.65E-05,3.43E-05,0.0779,0.938,129.833,267000,4,FALSE,1,64,1998
9185,One, Creed,10-07-1999,42T2QQv3xgBlpQxaSP7lnK,0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602,238240,4,FALSE,1,72,2001
9186,Life, K-Ci & JoJo,10-07-1999,1WvLUEMxCxK0QWowgeOd1q,0.573,0.546,9,-6.045,0,0.285,0.174,0,0.605,0.374,170.044,213252,4,FALSE,1,40,1999
9187,I'll Think Of A Reason Later, Lee Ann Womack,10-07-1999,7ygWc80Ao1nhcV2D6Q3zPa,0.594,0.833,3,-5.543,1,0.0358,0.0848,7.80E-05,0.311,0.663,142.035,218667,4,FALSE,1,51,1998
9188,Sitting Home, Total,10-07-1999,6sSRhTPxBomvVYAyLpkLa1,0.552,0.672,10,-9.772,0,0.0888,0.371,0.0159,0.0671,0.63,126.791,254859,5,FALSE,1,40,1998
9189,Hello L.O.V.E., John Michael Montgomery,10-07-1999,4gT9ObG9Ebtpdn057mIZJt,0.593,0.817,10,-10.278,1,0.0277,0.25,4.82E-06,0.114,0.938,93.027,147040,4,FALSE,1,22,1999
9190,I Drive Myself Crazy, 'N Sync,10-07-1999,6aw26tMh7aY9S7rqQDDaIQ,0.562,0.718,9,-6.551,1,0.0269,0.0433,0,0.174,0.51,86.964,240733,4,FALSE,1,54,1997
9191,Heartbreak Hotel, Whitney Houston Feat. Faith Evans & Kelly Price,03-07-1999,4J9u7UsXH7F6sFI32KnYuP,0.724,0.535,3,-7.616,0,0.0588,0.0477,0,0.0314,0.664,133.816,281493,4,FALSE,1,55,1998
9192,Back 2 Good, matchbox 20,03-07-1999,64XSAtXpCJUmadm3fkpH4z,0.559,0.504,7,-9.455,1,0.0246,0.106,0,0.13,0.479,89.051,340173,4,FALSE,1,57,1996
9193,You, Jesse Powell,03-07-1999,0hcW7qPqWWJc8189OaqQvX,0.722,0.327,0,-9.612,0,0.026,0.299,0.000661,0.0549,0.266,112.249,318467,4,FALSE,1,54,1996
